CPU型号,CPU频率,GPU型号,RAM容量,ROM容量,id,主屏分辨率,主屏尺寸,价格,前置摄像头,后置摄像头,型号,摄像头总数,核心数,电池容量,tags,cpu
海思 Kirin 659,2.36GHz（大四核），1.7GHz（小四核）,Mali-T830 MP2,4GB>游戏运行一般,64GB/128GB1.3万张照片5461首歌曲,32,2280x1080像素1080P高清（击败98.21%手机）,5.84英寸可单手打字更多5.84英寸手机＞,1198,1600万像素>高清级像素高像素自拍手机>,1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,荣耀9i（全网通）,三摄像头（后双）>,八核>,3000mAh小电池,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性价比 体验 效率 价格 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,麒麟659
海思 Kirin 960,2.4GHz（大四核），1.8GHz（小四核）+微智核I6,Mali-G71 MP8,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,33,1920x1080像素>1080P高清（击败98.21%手机）,5.15英寸可单手打字更多5.15英寸手机＞,1859,800万像素>普通级像素高像素自拍手机>,1200万像素+2000万像素高清级像素 样张秀>，高清像素手机>,荣耀9（4GB RAM/全网通）,三摄像头（后双）>,八核>,3200mAh小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性能 速度 流畅 综合 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响,麒麟960
高通 骁龙710,,高通 Adreno616,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,34,2160x1080像素1080P高清（击败98.21%手机）,5.99英寸可单手打字更多5.99英寸手机＞,1699,1600万像素+200万像素高清级像素高像素自拍手机>,1200万像素+200万像素高清级像素高清像素手机>,360 手机N7 Pro（全网通）,四摄像头（前双+后双）>,八核>,4000mAh（30分钟充电43%）大电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙710
海思 Kirin 710,2.2GHz（大四核），1.7GHz（小四核）,,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,35,2340x1080像素>1080P高清（击败98.21%手机）,6.5英寸需双手打字更多6.5英寸手机＞,1499,1600万像素>高清级像素高像素自拍手机>,2000万像素+200万像素高清级像素高清像素手机>,荣耀8X（6GB RAM/全网通）,,八核>,3750mAh大电池大电池手机>,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 识别率 兼容性 实用性 功能性 ui 易用性 整体性 稳定性 综合性,麒麟710
,,,,,36,,,,,,,,,,,
高通 骁龙430（MSM8937）,1.4GHz（大四核），1.1GHz（小四核）,高通 Adreno505,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,37,1440x720像素720P普清（击败86.79%手机）,5.99英寸可单手打字更多5.99英寸手机＞,939,800万像素>普通级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,华为畅享8（3GB RAM/全网通）,三摄像头（后双）>,八核>,3000mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙430
高通 骁龙660AIE,1.95GHz（大四核），1.8GHz（小四核）,,4GB>游戏运行一般,64GB/128GB1.3万张照片5461首歌曲,38,2244x1080像素1080P高清（击败98.21%手机）,7.12英寸需双手打字更多7.12英寸手机＞,1699,800万像素>普通级像素高像素自拍手机>,1600万像素+200万像素高清级像素高清像素手机>,华为畅享MAX（全网通）,三摄像头（后双）>,八核>,5000mAh大电池,性能 速度 流畅 综合,骁龙660
海思 Kirin 950,2.3GHz（大四核），1.8GHz（小四核）,Mali-T880,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,39,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,939,800万像素>普通级像素高像素自拍手机>,双1200万像素高清级像素 样张秀>，高清像素手机>,荣耀8（FRD-AL00/3GB RAM/全网通）,三摄像头（后双）>,八核>,3000mAh小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性能 速度 流畅 综合 性价比 体验 效率 价格 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响,麒麟950
高通 骁龙710AIE,2×Kryo 360 Gold 2.2GHz+6×Kryo 360 Silver 1.7GHz,高通 Adreno616,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,40,2280x1080像素1080P高清（击败98.21%手机）,6.3英寸需双手打字更多6.3英寸手机＞,1598,双核1200万像素高清级像素高像素自拍手机>,1600万像素+200万像素高清级像素高清像素手机>,vivo Z3（6GB RAM/全网通）,三摄像头（后双）>,八核>,3315mAh大电池大电池手机>,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 性价比 体验 效率 价格,骁龙710
高通 骁龙675（MSM6150），,2GHz,高通 Adreno612 845MHz,4GB>游戏运行一般,128GB>2.6万张照片1.1万首歌曲,41,2340x10801080P高清（击败98.21%手机）,6.3英寸需双手打字更多6.3英寸手机＞,即将上市,1300万像素>高清级像素高像素自拍手机>,4800万像素+500万像素高清级像素高清像素手机>,小米红米Note 7 Pro（4GB RAM/全网通）,三摄像头（后双）>,八核>,4000mAh大电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性能 速度 流畅 综合 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙675
高通 骁龙675,,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,42,2400x1080像素1080P高清（击败98.21%手机）,6.7英寸需双手打字更多6.7英寸手机＞,2999,3200万像素高清级像素高像素自拍手机>,3200万像素+500万像素+800万像素高清级像素高清像素手机>,三星GALAXY A70（6GB）,四摄像头（后三）>,八核>,4500mAh大电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙675
高通 骁龙425（MSM8917）,1.4GHz>,高通 Adreno308,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,43,1440x720像素720P普清（击败86.79%手机）,5.99英寸可单手打字更多5.99英寸手机＞,1000,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,vivo Y71（3GB RAM/全网通）,双摄像头（前后）>,四核>,3360mAh大电池大电池手机>,网络 信号 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,骁龙425
联发科 Helio P35,2.3GHz>,IMG GE8320,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,44,2280x1080像素1080P高清（击败98.21%手机）,5.84英寸可单手打字更多5.84英寸手机＞,1099,800万像素>普通级像素高像素自拍手机>,1200万像素+200万像素高清级像素高清像素手机>,小米Play（全网通）,三摄像头（后双）>,八核>,2900mAh小电池,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格,helio p35
高通 骁龙835（MSM8998）,2.35GHz（大四核），1.9GHz（小四核）,高通 Adreno540,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,45,2960x1440像素2K超清（击败99.81%手机）,6.2英寸需双手打字更多6.2英寸手机＞,3499,800万像素>普通级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,三星GALAXY S8+（G9550/双卡版/全网通）,双摄像头（前后）>,八核>,3500mAh大电池大电池手机>,性能 速度 流畅 综合 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格,骁龙835
高通 骁龙845,2.8GHz,高通 Adreno630,6GB>游戏运行良好,64GB>1.3万张照片5461首歌曲,46,2160x1080像素1080P高清（击败98.21%手机）,6英寸需双手打字更多6英寸手机＞,2699,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,努比亚红魔Mars电竞手机（6GB RAM/全网通）,双摄像头（前后）>,八核>,3800mAh（30分钟充电35%）大电池大电池手机>,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙845
海思 Kirin 970,,Mali-G72 MP12,8GB>游戏运行流畅,128GB>2.6万张照片1.1万首歌曲,47,2310x1080像素1080P高清（击败98.21%手机）,6.4英寸需双手打字更多6.4英寸手机＞,3399,2500万像素高清级像素高像素自拍手机>,4800万像素+1600万像素+200万像素高清级像素 样张秀>，高清像素手机>,华为nova 4（高配版/全网通）,四摄像头（后三）>,4×Cortex A73 2.36GHz+4×Cortex A53 1.8GHz+微智核i7,3750mAh大电池大电池手机>,外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性能 速度 流畅 综合,麒麟970
高通 骁龙710,2.2GHz>,高通 Adreno616,8GB>游戏运行流畅,128GB>2.6万张照片1.1万首歌曲,48,2340x1080像素>1080P高清（击败98.21%手机）,6.4英寸需双手打字更多6.4英寸手机＞,4299,2500万像素高清级像素高像素自拍手机>,2000万像素+1200万像素+TOF 3D 立体摄像头高清级像素高清像素手机>,OPPO R17 Pro（8GB RAM/全网通）,四摄像头（后三）>,八核>,3700mAh大电池大电池手机>,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响,骁龙710
联发科 Helio P35（MT6765）,2.3GHz（大四核），1.8GHz（小四核）,,3GB>游戏运行卡顿,32GB/64GB6553张照片2730首歌曲,49,1560x720像素720P普清（击败86.79%手机）,6.088英寸需双手打字更多6.088英寸手机＞,799,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,荣耀畅玩8A（全网通）,双摄像头（前后）>,八核>,3020mAh（30分钟充电23%）小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,helio p35
高通 骁龙636,,,4GB>游戏运行一般,32GB/64GB6553张照片2730首歌曲,50,2280x1080像素1080P高清（击败98.21%手机）,5.8英寸可单手打字更多5.8英寸手机＞,1099,1600高清级像素高像素自拍手机>,1600万像素+500万像素高清级像素 样张秀>，高清像素手机>,诺基亚X6 2018（4GB RAM/全网通）,,,3060mAh小电池,性能 速度 流畅 综合 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 性价比 体验 效率 价格 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙636
海思 Kirin 659,2.36GHz（大四核），1.7GHz（小四核）,Mali-T830-MP2,4GB>游戏运行一般,32GB/64GB/128GB6553张照片2730首歌曲,51,2160x1080像素1080P高清（击败98.21%手机）,5.93英寸可单手打字更多5.93英寸手机＞,899,800万像素>普通级像素高像素自拍手机>,1600万像素+200万像素高清级像素 样张秀>，高清像素手机>,荣耀畅玩7X（4GB RAM/全网通）,三摄像头（后双）>,八核>,3340mAh（30分钟充电30%）大电池大电池手机>,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 性价比 体验 效率 价格 性能 速度 流畅 综合 识别率 兼容性 实用性 功能性 ui 易用性 整体性 稳定性 综合性,麒麟659
